,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,42.59%,42.59%,42.59%,38.89%,45.28%,46.3%
agree,48.15%,42.59%,27.78%,44.44%,43.4%,35.19%
neutral,5.56%,5.56%,20.37%,9.26%,7.55%,12.96%
disagree,1.85%,7.41%,3.7%,5.56%,1.89%,3.7%
strongly_disagree,1.85%,1.85%,3.7%,1.85%,1.89%,1.85%
na,0%,0%,1.85%,0%,0%,0%
responses,54.,54.,54.,54.,53.,54.
