,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70.97%,64.52%,90%,54.84%,61.29%,51.61%
agree,19.35%,25.81%,10%,29.03%,29.03%,41.94%
neutral,9.68%,9.68%,0%,6.45%,3.23%,6.45%
disagree,0%,0%,0%,9.68%,6.45%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,31.,31.,30.,31.,31.,31.
