,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,67.65%,58.82%,69.7%,58.82%,61.76%,50%
agree,23.53%,29.41%,24.24%,23.53%,29.41%,35.29%
neutral,8.82%,8.82%,6.06%,11.76%,8.82%,11.76%
disagree,0%,2.94%,0%,5.88%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,2.94%
na,0%,0%,0%,0%,0%,0%
responses,34.,34.,33.,34.,34.,34.
