,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,28.57%,28.57%,28.57%,28.57%,28.57%,14.29%
agree,28.57%,0%,14.29%,14.29%,0%,71.43%
neutral,42.86%,57.14%,57.14%,42.86%,14.29%,14.29%
disagree,0%,14.29%,0%,14.29%,42.86%,0%
strongly_disagree,0%,0%,0%,0%,14.29%,0%
na,0%,0%,0%,0%,0%,0%
responses,7.,7.,7.,7.,7.,7.
