,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,62.93%,56.52%,50.43%,50%,61.21%,43.97%
agree,32.76%,33.04%,37.39%,39.66%,32.76%,41.38%
neutral,4.31%,9.57%,8.7%,6.03%,5.17%,10.34%
disagree,0%,0.87%,0.87%,4.31%,0.86%,3.45%
strongly_disagree,0%,0%,0%,0%,0%,0.86%
na,0%,0%,2.61%,0%,0%,0%
responses,116.,115.,115.,116.,116.,116.
