,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,58.57%,47.48%,47.14%,60%,60.14%,52.14%
agree,35%,38.85%,39.29%,33.57%,33.33%,29.29%
neutral,4.29%,11.51%,10.71%,5%,5.07%,15%
disagree,2.14%,2.16%,1.43%,1.43%,1.45%,3.57%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,1.43%,0%,0%,0%
responses,140.,139.,140.,140.,138.,140.
