,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,46.67%,31.11%,40%,22.22%,22.22%,17.78%
agree,35.56%,33.33%,42.22%,33.33%,42.22%,26.67%
neutral,13.33%,24.44%,15.56%,31.11%,24.44%,33.33%
disagree,2.22%,8.89%,0%,4.44%,6.67%,15.56%
strongly_disagree,2.22%,2.22%,2.22%,8.89%,4.44%,6.67%
na,0%,0%,0%,0%,0%,0%
responses,45.,45.,45.,45.,45.,45.
