,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,31.82%,31.25%,28.79%,31.25%,32.31%,29.23%
agree,33.33%,25%,36.36%,32.81%,36.92%,26.15%
neutral,25.76%,34.38%,27.27%,28.12%,20%,29.23%
disagree,3.03%,6.25%,1.52%,4.69%,6.15%,9.23%
strongly_disagree,4.55%,1.56%,4.55%,1.56%,3.08%,4.62%
na,1.52%,1.56%,1.52%,1.56%,1.54%,1.54%
responses,66.,64.,66.,64.,65.,65.
