,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,48.54%,67.29%,45.38%,47.09%,60.64%,61.48%
agree,32.63%,28.95%,30.08%,40.74%,34.84%,34.3%
neutral,12.2%,2.95%,13.46%,7.41%,3.72%,3.43%
disagree,0.27%,0.54%,0.26%,3.44%,0.8%,0.53%
strongly_disagree,0.27%,0%,0%,1.32%,0%,0.26%
na,6.1%,0.27%,10.82%,0%,0%,0%
responses,377.,373.,379.,378.,376.,379.
