,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,20%,18%,24%,22%,30%,14%
agree,40%,42%,26%,44%,44%,30%
neutral,18%,20%,34%,24%,10%,32%
disagree,6%,6%,2%,6%,2%,12%
strongly_disagree,10%,14%,8%,4%,14%,12%
na,6%,0%,6%,0%,0%,0%
responses,50.,50.,50.,50.,50.,50.
