,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.69%,43.08%,44.44%,40%,39.06%,41.54%
agree,32.31%,35.38%,33.33%,44.62%,42.19%,40%
neutral,9.23%,9.23%,15.87%,3.08%,6.25%,10.77%
disagree,0%,3.08%,0%,6.15%,0%,0%
strongly_disagree,9.23%,7.69%,4.76%,4.62%,10.94%,6.15%
na,1.54%,1.54%,1.59%,1.54%,1.56%,1.54%
responses,65.,65.,63.,65.,64.,65.
