,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,80%,54.55%,50%,45.45%,54.55%,36.36%
agree,0%,18.18%,20%,27.27%,18.18%,36.36%
neutral,20%,9.09%,10%,18.18%,27.27%,18.18%
disagree,0%,9.09%,0%,9.09%,0%,9.09%
strongly_disagree,0%,9.09%,0%,0%,0%,0%
na,0%,0%,20%,0%,0%,0%
responses,10.,11.,10.,11.,11.,11.
