,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50.36%,41.45%,42.6%,29.14%,44.2%,34.05%
agree,28.06%,36.73%,36.46%,32.73%,37.32%,44.8%
neutral,12.23%,15.64%,11.91%,22.3%,12.32%,15.77%
disagree,2.52%,2.91%,0.72%,11.15%,3.26%,2.51%
strongly_disagree,1.8%,3.27%,1.08%,4.68%,2.9%,2.87%
na,5.04%,0%,7.22%,0%,0%,0%
responses,278.,275.,277.,278.,276.,279.
