,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.5%,45%,40%,22.5%,28.21%,35%
agree,37.5%,32.5%,42.5%,42.5%,48.72%,30%
neutral,10%,10%,12.5%,15%,20.51%,20%
disagree,5%,7.5%,5%,17.5%,2.56%,10%
strongly_disagree,0%,5%,0%,2.5%,0%,5%
na,0%,0%,0%,0%,0%,0%
responses,40.,40.,40.,40.,39.,40.
