,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,32.43%,24.66%,29.73%,10.81%,13.51%,17.57%
agree,31.08%,23.29%,41.89%,28.38%,31.08%,37.84%
neutral,16.22%,24.66%,21.62%,22.97%,24.32%,24.32%
disagree,9.46%,12.33%,2.7%,16.22%,16.22%,12.16%
strongly_disagree,10.81%,13.7%,4.05%,20.27%,14.86%,6.76%
na,0%,1.37%,0%,1.35%,0%,1.35%
responses,74.,73.,74.,74.,74.,74.
