,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,51.22%,40%,40.48%,47.62%,40.48%,40.48%
agree,39.02%,42.5%,38.1%,38.1%,42.86%,33.33%
neutral,4.88%,15%,11.9%,11.9%,7.14%,23.81%
disagree,0%,2.5%,0%,2.38%,4.76%,2.38%
strongly_disagree,0%,0%,0%,0%,4.76%,0%
na,4.88%,0%,9.52%,0%,0%,0%
responses,41.,40.,42.,42.,42.,42.
