,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50%,64.29%,35.71%,78.57%,57.14%,71.43%
agree,7.14%,28.57%,21.43%,21.43%,35.71%,21.43%
neutral,0%,7.14%,0%,0%,7.14%,7.14%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,42.86%,0%,42.86%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
